25 2000
18 11 -2
24 11 -25
-6 15 23
-5 -11 -18
-24 22 23
10 -13 13
-23 5 -9
-24 -8 13
1 20 12
16 -3 21
4 20 -25
-23 -19 -25
-15 12 -19
-15 -6 -25
-14 3 -2
9 -14 14
-24 -7 -4
11 -1 -25
-24 -23 -9
25 15 -9
17 -5 -4
25 -22 -19
24 -7 -1
7 21 23
2 -22 15
24 18 -17
-4 -20 14
11 22 -25
-7 -4 17
17 -23 -18
8 9 11
-8 -7 14
16 1 24
11 -12 6
11 -6 19
-7 -3 17
-20 -11 6
-5 -4 -18
24 5 -2
9 19 15
10 19 6
-14 -20 23
25 21 15
-15 2 -13
-20 -3 6
-7 -14 -19
-8 25 -5
10 -11 22
8 19 4
24 -10 -25
-1 6 -2
18 12 -10
5 -2 -18
-19 -21 13
8 -21 -17
-13 -11 -9
25 -2 17
-23 -2 -9
25 -23 6
24 -6 -21
16 9 21
9 4 -18
9 2 11
-20 -19 -1
-8 -3 23
11 6 15
-24 -4 -25
16 3 -11
-7 7 -17
-24 -7 -22
-14 11 21
-22 2 -10
-5 4 -13
4 21 -9
20 -12 7
-15 1 15
24 -4 -19
11 -4 7
-15 -21 6
-19 -10 7
-8 21 -9
-16 -23 22
8 4 -4
11 23 -5
-16 2 -4
-21 -20 -11
-16 -14 12
-24 20 -20
-8 22 -1
-16 -24 6
-24 -7 -22
8 17 -15
25 -18 17
-12 -11 14
3 15 -5
-24 -4 21
-16 25 12
-22 -6 -21
11 -10 -9
2 19 -20
20 12 -2
-19 11 -11
-6 3 -17
-15 12 -17
20 -19 -10
8 21 -1
-24 24 11
-22 -14 14
20 4 -25
-21 5 6
8 10 -25
24 -8 11
-7 12 -18
-5 22 6
19 -18 7
20 14 7
-22 15 7
-16 9 -23
18 -21 -12
-24 -15 6
-3 -10 -1
-22 14 6
25 -22 -1
25 6 7
-6 -11 -1
-24 -8 -19
2 -4 -9
1 -18 6
-19 22 23
19 -18 6
9 15 -17
24 1 5
17 19 -12
-5 -4 -25
-8 10 23
-7 10 20
8 1 -1
16 -14 -9
-23 -4 13
17 -21 1
